0383
ANG_COM002
yyyy/MM/dd hh:mm:ss,Final Depth (mm),Final Flow (l/s),Final Velocity (m/s)
2021/12/13 16:00:00,93.29,93.66,2.68
2021/12/13 16:05:00,91.52,89.32,2.63
2021/12/13 16:10:00,91.52,91.41,2.69
2021/12/13 16:15:00,91.94,91.35,2.67
2021/12/13 16:20:00,91.59,90.43,2.66
2021/12/13 16:25:00,96.67,98.24,2.67
2021/12/13 16:30:00,98.25,102.4,2.72
2021/12/13 16:35:00,98.13,103.2,2.75
2021/12/13 16:40:00,95.97,101,2.78
2021/12/13 16:45:00,102.31,113.8,2.85
2021/12/13 16:50:00,104.37,119.2,2.9
2021/12/13 16:55:00,107.6,126.8,2.95
2021/12/13 17:00:00,108.73,132.1,3.03
2021/12/13 17:05:00,108.81,129.5,2.96
2021/12/13 17:10:00,109.72,128.3,2.9
2021/12/13 17:15:00,110.22,133.4,3
2021/12/13 17:20:00,113.26,141.9,3.06
2021/12/13 17:25:00,117.11,150,3.08
2021/12/13 17:30:00,117.44,149.8,3.06
2021/12/13 17:35:00,117.91,149.6,3.04
2021/12/13 17:40:00,117,146.1,3.01
2021/12/13 17:45:00,117.12,149,3.06
2021/12/13 17:50:00,115.87,146.4,3.06
2021/12/13 17:55:00,115.49,143.7,3.01
2021/12/13 18:00:00,113.89,140.7,3.01
2021/12/13 18:05:00,112.89,138,2.99
2021/12/13 18:10:00,112.13,131.9,2.89
2021/12/13 18:15:00,110.94,129.5,2.88
2021/12/13 18:20:00,110.84,131.8,2.94
2021/12/13 18:25:00,110.93,132.9,2.96
2021/12/13 18:30:00,110.76,131.1,2.92
2021/12/13 18:35:00,109.34,129.4,2.94
2021/12/13 18:40:00,108.08,125.8,2.91
2021/12/13 18:45:00,109.08,129.5,2.95
2021/12/13 18:50:00,109.2,131.5,2.99
2021/12/13 18:55:00,108.18,129.1,2.98
2021/12/13 19:00:00,108.2,129.9,3
2021/12/13 19:05:00,108.02,128,2.96
2021/12/13 19:10:00,107.82,125.8,2.92
2021/12/13 19:15:00,107.24,123.9,2.9
2021/12/13 19:20:00,107.08,125.6,2.94
2021/12/13 19:25:00,106.93,123.9,2.91
2021/12/13 19:30:00,106.81,123.6,2.9
2021/12/13 19:35:00,106.96,123.8,2.9
2021/12/13 19:40:00,109.43,129,2.93
2021/12/13 19:45:00,113.87,140.4,3.01
2021/12/13 19:50:00,124.37,166,3.12
2021/12/13 19:55:00,134.88,193.5,3.24
2021/12/13 20:00:00,145.38,216.7,3.25
2021/12/13 20:05:00,155.88,240,3.26
2021/12/13 20:10:00,155.99,243.9,3.31
2021/12/13 20:15:00,164.05,272.2,3.43
2021/12/13 20:20:00,162.08,268,3.44
2021/12/13 20:25:00,160.17,258.9,3.38
2021/12/13 20:30:00,158.26,258.9,3.44
2021/12/13 20:35:00,156.36,251.6,3.4
2021/12/13 20:40:00,150.97,233.9,3.33
2021/12/13 20:45:00,144.44,214.8,3.25
2021/12/13 20:50:00,139.97,203.6,3.23
2021/12/13 20:55:00,135.38,188.1,3.13
2021/12/13 21:00:00,130.8,180.2,3.15
2021/12/13 21:05:00,126.21,174.1,3.21
2021/12/13 21:10:00,121.63,159.3,3.1
2021/12/13 21:15:00,120.69,153.5,3.02
2021/12/13 21:20:00,119.98,154.5,3.07
2021/12/13 21:25:00,119.1,153.3,3.07
2021/12/13 21:30:00,116.91,148.3,3.06
2021/12/13 21:35:00,115.87,144.6,3.02
2021/12/13 21:40:00,115.29,142.6,3
2021/12/13 21:45:00,113.84,137.5,2.94
2021/12/13 21:50:00,111.47,133.8,2.95
2021/12/13 21:55:00,110.94,133,2.96
2021/12/13 22:00:00,109.24,129.2,2.94
2021/12/13 22:05:00,108.51,127.1,2.92
2021/12/13 22:10:00,106.97,124.1,2.91
2021/12/13 22:15:00,106.41,121.1,2.86
2021/12/13 22:20:00,106.39,121.4,2.87
2021/12/13 22:25:00,105.73,121,2.89
2021/12/13 22:30:00,106.5,124.3,2.93
2021/12/13 22:35:00,107.85,129.3,3
2021/12/13 22:40:00,109.42,132.3,3
2021/12/13 22:45:00,113.84,141.4,3.03
2021/12/13 22:50:00,117.16,150.5,3.09
2021/12/13 22:55:00,120.3,159.6,3.15
2021/12/13 23:00:00,122.58,162.1,3.12
2021/12/13 23:05:00,122.47,162,3.12
2021/12/13 23:10:00,122.36,162.6,3.13
2021/12/13 23:15:00,120.78,156.5,3.07
2021/12/13 23:20:00,119.36,154.7,3.09
2021/12/13 23:25:00,119.72,156.7,3.12
2021/12/13 23:30:00,119.81,157.5,3.13
2021/12/13 23:35:00,118.26,150.8,3.05
2021/12/13 23:40:00,117.97,148.8,3.03
2021/12/13 23:45:00,113.3,142.6,3.08
2021/12/13 23:50:00,108.62,134.2,3.08
2021/12/13 23:55:00,111.57,137.8,3.04
2021/12/14 00:00:00,111.52,138.3,3.05
2021/12/14 00:05:00,111.39,136.7,3.02
2021/12/14 00:10:00,111.22,135.8,3.01
2021/12/14 00:15:00,112.13,135.5,2.97
2021/12/14 00:20:00,114.64,143.5,3.04
2021/12/14 00:25:00,114.99,145.3,3.07
2021/12/14 00:30:00,116.49,149.6,3.1
2021/12/14 00:35:00,117.77,154.9,3.16
2021/12/14 00:40:00,116.96,154.5,3.18
2021/12/14 00:45:00,117.82,153.4,3.12
2021/12/14 00:50:00,116.27,148.4,3.08
2021/12/14 00:55:00,115.6,147,3.08
2021/12/14 01:00:00,113.66,140.3,3.01
2021/12/14 01:05:00,111.83,136.9,3.01
2021/12/14 01:10:00,110.94,133.8,2.98
2021/12/14 01:15:00,109.68,129.8,2.93
2021/12/14 01:20:00,108,123.9,2.86
2021/12/14 01:25:00,106.05,118.5,2.81
2021/12/14 01:30:00,105.18,118.5,2.85
2021/12/14 01:35:00,103.43,115.2,2.84
2021/12/14 01:40:00,103.06,114,2.82
2021/12/14 01:45:00,102.42,112.9,2.82
2021/12/14 01:50:00,100.7,107.8,2.76
2021/12/14 01:55:00,99.26,105.6,2.76
2021/12/14 02:00:00,96.84,101.5,2.75
2021/12/14 02:05:00,97.39,102.4,2.75
2021/12/14 02:10:00,96.55,100.9,2.75
2021/12/14 02:15:00,95.72,98.19,2.71
2021/12/14 02:20:00,94.81,96.92,2.71
2021/12/14 02:25:00,93.58,95.29,2.72
2021/12/14 02:30:00,92.85,93.66,2.7
2021/12/14 02:35:00,91.88,91.73,2.69
2021/12/14 02:40:00,91.82,92.46,2.71
2021/12/14 02:45:00,89.32,88.25,2.69
2021/12/14 02:50:00,89.69,87.57,2.66
2021/12/14 02:55:00,88.79,86.28,2.66
2021/12/14 03:00:00,87.83,85.43,2.67
2021/12/14 03:05:00,87.64,85.33,2.68
2021/12/14 03:10:00,87.59,85.73,2.69
2021/12/14 03:15:00,87.16,84.78,2.68
2021/12/14 03:20:00,86.97,84.41,2.68
2021/12/14 03:25:00,87.52,85.87,2.7
2021/12/14 03:30:00,86.97,84.2,2.67
2021/12/14 03:35:00,86.72,83.39,2.66
2021/12/14 03:40:00,86.73,83.6,2.67
2021/12/14 03:45:00,86.29,82.73,2.66
2021/12/14 03:50:00,86.47,81.92,2.62
2021/12/14 03:55:00,86.54,81.68,2.61
2021/12/14 04:00:00,86.16,81.48,2.62
2021/12/14 04:05:00,85.8,81.28,2.63
2021/12/14 04:10:00,85.68,81.8,2.66
2021/12/14 04:15:00,86.05,82.42,2.66
2021/12/14 04:20:00,85.53,82.63,2.69
2021/12/14 04:25:00,84.91,80.39,2.64
2021/12/14 04:30:00,84.49,79.9,2.65
2021/12/14 04:35:00,83.92,79.21,2.65
2021/12/14 04:40:00,85.07,81.17,2.66
2021/12/14 04:45:00,84.91,81.87,2.69
2021/12/14 04:50:00,84.55,80.75,2.67
2021/12/14 04:55:00,84.35,80.05,2.66
2021/12/14 05:00:00,84.12,78.83,2.63
2021/12/14 05:05:00,83.94,78.52,2.63
2021/12/14 05:10:00,84.44,79.89,2.65
2021/12/14 05:15:00,84.13,78.52,2.62
2021/12/14 05:20:00,84.66,79.63,2.63
2021/12/14 05:25:00,84.57,80.16,2.65
2021/12/14 05:30:00,84.37,79.74,2.65
2021/12/14 05:35:00,84.26,79.73,2.65
2021/12/14 05:40:00,84.02,78.28,2.62
2021/12/14 05:45:00,83.8,78.5,2.63
2021/12/14 05:50:00,83.89,77.33,2.59
2021/12/14 05:55:00,83.96,77.14,2.58
2021/12/14 06:00:00,84.61,79.62,2.63
2021/12/14 06:05:00,85.23,80.94,2.65
2021/12/14 06:10:00,85.1,81.2,2.66
2021/12/14 06:15:00,84.63,80.36,2.66
2021/12/14 06:20:00,84.74,79.87,2.64
2021/12/14 06:25:00,85.32,81.34,2.66
2021/12/14 06:30:00,85.04,80.27,2.63
2021/12/14 06:35:00,84.83,80.33,2.65
2021/12/14 06:40:00,84.55,79.87,2.64
2021/12/14 06:45:00,85.36,79.38,2.59
2021/12/14 06:50:00,85.55,80.22,2.61
2021/12/14 06:55:00,86.73,83.65,2.67
2021/12/14 07:00:00,86.89,83.38,2.65
2021/12/14 07:05:00,86.94,82.66,2.63
2021/12/14 07:10:00,87.02,83.38,2.65
2021/12/14 07:15:00,87.16,83.9,2.66
2021/12/14 07:20:00,87.6,84.65,2.66
2021/12/14 07:25:00,86.96,83.75,2.66
2021/12/14 07:30:00,86.85,82.95,2.64
2021/12/14 07:35:00,87.01,83.31,2.64
2021/12/14 07:40:00,86.71,83.24,2.66
2021/12/14 07:45:00,86.36,82.43,2.65
2021/12/14 07:50:00,86.41,83.36,2.67
2021/12/14 07:55:00,86.64,83.41,2.66
2021/12/14 08:00:00,86.76,84.01,2.68
2021/12/14 08:05:00,86.26,83.5,2.68
2021/12/14 08:10:00,86.31,83.72,2.69
2021/12/14 08:15:00,86.45,85.81,2.75
2021/12/14 08:20:00,86.71,84.27,2.69
2021/12/14 08:25:00,87.49,84.52,2.66
2021/12/14 08:30:00,87.01,85.65,2.72
2021/12/14 08:35:00,87.18,84.92,2.69
2021/12/14 08:40:00,88.24,85.93,2.67
2021/12/14 08:45:00,87.59,86.08,2.71
2021/12/14 08:50:00,87.58,85.94,2.7
2021/12/14 08:55:00,88.21,86.57,2.69
2021/12/14 09:00:00,88.05,86.66,2.7
2021/12/14 09:05:00,87.9,85.49,2.67
2021/12/14 09:10:00,88.4,86.28,2.68
2021/12/14 09:15:00,87.43,86.34,2.72
2021/12/14 09:20:00,87.47,86,2.71
2021/12/14 09:25:00,88.29,86.65,2.69
2021/12/14 09:30:00,88.39,87.41,2.71
2021/12/14 09:35:00,88.99,87.15,2.68
2021/12/14 09:40:00,88.25,85.87,2.67
2021/12/14 09:45:00,88.04,84.56,2.64
2021/12/14 09:50:00,87.35,84.64,2.67
2021/12/14 09:55:00,86.88,84.77,2.7
2021/12/14 10:00:00,87.15,84.43,2.67
2021/12/14 10:05:00,88.12,87,2.71
2021/12/14 10:10:00,87.91,85.96,2.69
2021/12/14 10:15:00,88.55,86.19,2.67
2021/12/14 10:20:00,88.67,87.51,2.7
2021/12/14 10:25:00,88.69,86.85,2.68
2021/12/14 10:30:00,88.13,87.22,2.72
2021/12/14 10:35:00,87.6,84.68,2.66
2021/12/14 10:40:00,88.3,86.48,2.69
2021/12/14 10:45:00,87.65,86.73,2.72
2021/12/14 10:50:00,87.96,86.79,2.71
2021/12/14 10:55:00,87.84,85.82,2.69
2021/12/14 11:00:00,86.98,84.73,2.69
2021/12/14 11:05:00,87.44,85.22,2.69
2021/12/14 11:10:00,87.96,88.51,2.76
2021/12/14 11:15:00,88.33,88.83,2.76
2021/12/14 11:20:00,88.82,88.26,2.72
2021/12/14 11:25:00,88.03,86.51,2.7
2021/12/14 11:30:00,87.35,85.77,2.71
2021/12/14 11:35:00,88.49,89.25,2.76
2021/12/14 11:40:00,88.39,89.97,2.79
2021/12/14 11:45:00,88.4,87.17,2.7
2021/12/14 11:50:00,87.98,85.97,2.68
2021/12/14 11:55:00,89.03,89.94,2.76
2021/12/14 12:00:00,89.66,91,2.76
2021/12/14 12:05:00,88.75,87.11,2.69
2021/12/14 12:10:00,88.62,87.5,2.7
2021/12/14 12:15:00,88.28,87.34,2.71
2021/12/14 12:20:00,88.49,86.86,2.69
2021/12/14 12:25:00,88.45,87.3,2.7
2021/12/14 12:30:00,88.86,88,2.71
2021/12/14 12:35:00,96.16,101.6,2.78
2021/12/14 12:40:00,100.42,112.7,2.9
2021/12/14 12:45:00,104.23,121.1,2.95
2021/12/14 12:50:00,108.03,127.8,2.95
2021/12/14 12:55:00,111.59,138.3,3.05
2021/12/14 13:00:00,115.23,145.9,3.07
2021/12/14 13:05:00,116.06,146.7,3.05
2021/12/14 13:10:00,116.37,147.5,3.06
2021/12/14 13:15:00,114.64,142.5,3.02
2021/12/14 13:20:00,114.22,141.2,3.01
2021/12/14 13:25:00,114.14,138.4,2.95
2021/12/14 13:30:00,121.81,160.1,3.11
2021/12/14 13:35:00,129.47,181,3.21
2021/12/14 13:40:00,130.25,179.4,3.16
2021/12/14 13:45:00,132.12,179.7,3.1
2021/12/14 13:50:00,133.98,186.9,3.16
2021/12/14 13:55:00,131.52,182.4,3.16
2021/12/14 14:00:00,125.83,165.7,3.07
2021/12/14 14:05:00,122.61,157,3.02
2021/12/14 14:10:00,118.73,152.5,3.07
2021/12/14 14:15:00,115.3,144.8,3.04
2021/12/14 14:20:00,112.95,137.9,2.99
2021/12/14 14:25:00,112.59,136.8,2.98
2021/12/14 14:30:00,109.05,129.4,2.95
2021/12/14 14:35:00,107.24,123.1,2.88
2021/12/14 14:40:00,105.48,118.5,2.84
2021/12/14 14:45:00,105.07,119.8,2.88
2021/12/14 14:50:00,104.55,117.4,2.85
2021/12/14 14:55:00,103.64,115.8,2.84
2021/12/14 15:00:00,102.87,115,2.86
2021/12/14 15:05:00,102.58,112.9,2.82
2021/12/14 15:10:00,99.89,107.3,2.78
2021/12/14 15:15:00,98.58,105.7,2.79
2021/12/14 15:20:00,96.47,102.1,2.78
2021/12/14 15:25:00,95.87,101,2.78
2021/12/14 15:30:00,95.27,99.92,2.78
2021/12/14 15:35:00,94.92,99.52,2.78
2021/12/14 15:40:00,93.5,95.73,2.73
2021/12/14 15:45:00,93.54,96.12,2.74
2021/12/14 15:50:00,93.22,96.25,2.76
2021/12/14 15:55:00,92.38,94.84,2.76
2021/12/14 16:00:00,92.43,95.08,2.76
2021/12/14 16:05:00,91.18,93.57,2.77
2021/12/14 16:10:00,90.01,90.67,2.74
2021/12/14 16:15:00,90.89,91.92,2.74
2021/12/14 16:20:00,90.95,92.66,2.76
2021/12/14 16:25:00,90.71,92.52,2.76
2021/12/14 16:30:00,89.44,89.75,2.74
2021/12/14 16:35:00,90.31,90.86,2.73
2021/12/14 16:40:00,91.74,94.43,2.77
2021/12/14 16:45:00,91.74,95.41,2.8
2021/12/14 16:50:00,91.13,92.99,2.76
2021/12/14 16:55:00,89.84,90.15,2.73
2021/12/14 17:00:00,89.51,88.33,2.69
2021/12/14 17:05:00,90.44,90.75,2.72
2021/12/14 17:10:00,89.39,89.03,2.72
2021/12/14 17:15:00,88.88,86.37,2.66
2021/12/14 17:20:00,88.55,86.77,2.68
2021/12/14 17:25:00,90.37,90.68,2.72
2021/12/14 17:30:00,90.95,92.7,2.76
2021/12/14 17:35:00,90.98,93.12,2.77
2021/12/14 17:40:00,90.62,90.47,2.7
2021/12/14 17:45:00,89.49,87.51,2.66
2021/12/14 17:50:00,90.61,91.12,2.72
2021/12/14 17:55:00,89.39,89.7,2.74
2021/12/14 18:00:00,89.14,88.87,2.72
2021/12/14 18:05:00,89.34,90.65,2.77
2021/12/14 18:10:00,88.37,88.34,2.74
2021/12/14 18:15:00,92.11,93.58,2.73
2021/12/14 18:20:00,91.7,95.48,2.81
2021/12/14 18:25:00,91.14,93.34,2.77
2021/12/14 18:30:00,91.63,90.87,2.67
2021/12/14 18:35:00,90.56,89.91,2.69
2021/12/14 18:40:00,89.23,87.3,2.67
2021/12/14 18:45:00,88.64,86.72,2.68
2021/12/14 18:50:00,88.64,88.16,2.72
2021/12/14 18:55:00,89.6,90.23,2.74
2021/12/14 19:00:00,90.57,92.59,2.77
2021/12/14 19:05:00,91.08,91.65,2.72
2021/12/14 19:10:00,90.24,89.41,2.69
2021/12/14 19:15:00,89.89,88.98,2.69
2021/12/14 19:20:00,89.92,90.7,2.74
2021/12/14 19:25:00,89.39,88.44,2.7
2021/12/14 19:30:00,88.23,86.22,2.68
2021/12/14 19:35:00,88.99,88.18,2.71
2021/12/14 19:40:00,88.66,87.35,2.7
2021/12/14 19:45:00,88.43,88.01,2.73
2021/12/14 19:50:00,88.15,87.98,2.74
2021/12/14 19:55:00,87.8,86.77,2.72
2021/12/14 20:00:00,88.49,89.14,2.76
2021/12/14 20:05:00,88.71,88.97,2.74
2021/12/14 20:10:00,88.7,87.45,2.7
2021/12/14 20:15:00,89.29,87.48,2.67
2021/12/14 20:20:00,88.93,86.77,2.67
2021/12/14 20:25:00,89.21,87.74,2.68
2021/12/14 20:30:00,88.6,86.49,2.67
2021/12/14 20:35:00,89.27,88.64,2.71
2021/12/14 20:40:00,89.76,89.68,2.72
2021/12/14 20:45:00,90.11,91.04,2.74
2021/12/14 20:50:00,89.38,88.98,2.71
2021/12/14 20:55:00,90.92,91.92,2.73
2021/12/14 21:00:00,90.31,91.41,2.75
2021/12/14 21:05:00,90.32,90.02,2.7
2021/12/14 21:10:00,91.07,92.04,2.73
2021/12/14 21:15:00,90.54,91.97,2.75
2021/12/14 21:20:00,90.29,90.16,2.71
2021/12/14 21:25:00,89.94,90.23,2.73
2021/12/14 21:30:00,89.65,89.34,2.71
2021/12/14 21:35:00,89.31,88.97,2.72
2021/12/14 21:40:00,89.06,87.91,2.7
2021/12/14 21:45:00,89.45,89.58,2.73
2021/12/14 21:50:00,90.76,94.13,2.81
2021/12/14 21:55:00,89.96,92.7,2.8
2021/12/14 22:00:00,89.28,88.74,2.71
2021/12/14 22:05:00,88.28,85.91,2.67
2021/12/14 22:10:00,88,86.8,2.71
2021/12/14 22:15:00,87.13,86,2.72
2021/12/14 22:20:00,86.78,85.49,2.72
2021/12/14 22:25:00,87.78,86.02,2.7
2021/12/14 22:30:00,88.69,89.72,2.77
2021/12/14 22:35:00,89.56,90.12,2.74
2021/12/14 22:40:00,89.41,88.27,2.69
2021/12/14 22:45:00,89.2,87,2.66
2021/12/14 22:50:00,89.41,88.02,2.68
2021/12/14 22:55:00,89.13,88.69,2.72
2021/12/14 23:00:00,88.46,88.26,2.73
2021/12/14 23:05:00,87.77,85.89,2.69
2021/12/14 23:10:00,87.53,84.46,2.66
2021/12/14 23:15:00,87.26,84.74,2.68
2021/12/14 23:20:00,86.6,83.86,2.68
2021/12/14 23:25:00,86.14,82.25,2.65
2021/12/14 23:30:00,85.86,81.76,2.65
2021/12/14 23:35:00,85.6,82.04,2.67
2021/12/14 23:40:00,85.6,81.76,2.66
2021/12/14 23:45:00,85.05,81.91,2.69
2021/12/14 23:50:00,85.22,81.82,2.68
2021/12/14 23:55:00,84.84,81.1,2.67
2021/12/15 00:00:00,84.27,81.91,2.72
2021/12/15 00:05:00,84.15,81.62,2.72
2021/12/15 00:10:00,84.11,79.65,2.66
2021/12/15 00:15:00,83.27,77.41,2.62
2021/12/15 00:20:00,83.68,76.87,2.58
2021/12/15 00:25:00,83.67,77.87,2.62
2021/12/15 00:30:00,83.54,76.92,2.59
2021/12/15 00:35:00,84.43,78.41,2.6
2021/12/15 00:40:00,83.9,77.79,2.6
2021/12/15 00:45:00,84.05,77.86,2.6
2021/12/15 00:50:00,83.66,77.38,2.6
2021/12/15 00:55:00,83.34,77.25,2.61
2021/12/15 01:00:00,82.94,76.09,2.59
2021/12/15 01:05:00,82.17,74.57,2.57
2021/12/15 01:10:00,82.33,74.97,2.58
2021/12/15 01:15:00,81.43,74.35,2.6
2021/12/15 01:20:00,81.27,72.94,2.56
2021/12/15 01:25:00,81.72,73.23,2.55
2021/12/15 01:30:00,81.46,72.55,2.54
2021/12/15 01:35:00,81.63,73.19,2.55
2021/12/15 01:40:00,81.49,74.02,2.59
2021/12/15 01:45:00,81.67,73.98,2.58
2021/12/15 01:50:00,81.63,73.26,2.55
2021/12/15 01:55:00,82.11,74.28,2.57
2021/12/15 02:00:00,82.12,73.35,2.53
2021/12/15 02:05:00,82.07,72.87,2.52
2021/12/15 02:10:00,83.02,75.07,2.55
2021/12/15 02:15:00,82.56,74.19,2.54
2021/12/15 02:20:00,82.23,72.86,2.51
2021/12/15 02:25:00,82.94,75.36,2.57
2021/12/15 02:30:00,82.69,75.98,2.6
2021/12/15 02:35:00,82.14,74.05,2.56
2021/12/15 02:40:00,81.57,72.09,2.52
2021/12/15 02:45:00,82.12,73.18,2.53
2021/12/15 02:50:00,82.51,76,2.61
2021/12/15 02:55:00,82.57,74.93,2.57
2021/12/15 03:00:00,82.01,71.93,2.49
2021/12/15 03:05:00,82.53,72.42,2.48
2021/12/15 03:10:00,82.65,74.01,2.53
2021/12/15 03:15:00,82.6,73.21,2.51
2021/12/15 03:20:00,82.31,71.35,2.46
2021/12/15 03:25:00,82.35,71.13,2.45
2021/12/15 03:30:00,81.94,71.7,2.49
2021/12/15 03:35:00,81.9,71.6,2.48
2021/12/15 03:40:00,81.76,71.96,2.5
2021/12/15 03:45:00,81.56,71.23,2.49
2021/12/15 03:50:00,81.43,70.9,2.48
2021/12/15 03:55:00,81.19,69.5,2.44
2021/12/15 04:00:00,81.84,70.86,2.46
2021/12/15 04:05:00,82.15,72.32,2.5
2021/12/15 04:10:00,81.67,71.49,2.49
2021/12/15 04:15:00,82.07,71.06,2.46
2021/12/15 04:20:00,81.98,71.65,2.48
2021/12/15 04:25:00,82.38,72.32,2.49
2021/12/15 04:30:00,81.88,70.37,2.44
2021/12/15 04:35:00,81.6,70.01,2.44
2021/12/15 04:40:00,82.24,71.71,2.47
2021/12/15 04:45:00,82.56,72.19,2.47
2021/12/15 04:50:00,82.83,73.19,2.5
2021/12/15 04:55:00,82.14,72.35,2.5
2021/12/15 05:00:00,81.72,70.29,2.45
2021/12/15 05:05:00,82.4,71.5,2.46
2021/12/15 05:10:00,82.12,72.86,2.52
2021/12/15 05:15:00,82.76,72.42,2.47
2021/12/15 05:20:00,82.92,72.47,2.47
2021/12/15 05:25:00,82.71,73.68,2.52
2021/12/15 05:30:00,82.59,73.21,2.51
2021/12/15 05:35:00,82.34,71.28,2.45
2021/12/15 05:40:00,82.28,70.35,2.42
2021/12/15 05:45:00,83.48,73.85,2.49
2021/12/15 05:50:00,82.71,71.89,2.46
2021/12/15 05:55:00,82.4,69.79,2.4
2021/12/15 06:00:00,82.84,72.37,2.47
2021/12/15 06:05:00,83.36,74.13,2.51
2021/12/15 06:10:00,82.26,72.31,2.49
2021/12/15 06:15:00,81.79,70.63,2.46
2021/12/15 06:20:00,81.98,70.46,2.44
2021/12/15 06:25:00,82.03,71.42,2.47
2021/12/15 06:30:00,81.8,69.79,2.43
2021/12/15 06:35:00,82.53,70.91,2.43
2021/12/15 06:40:00,83.18,72.37,2.45
2021/12/15 06:45:00,83.2,72.39,2.45
2021/12/15 06:50:00,84,73.08,2.44
2021/12/15 06:55:00,83.55,73.92,2.49
2021/12/15 07:00:00,83.7,72.91,2.45
2021/12/15 07:05:00,84.62,75.13,2.48
2021/12/15 07:10:00,84.72,76.78,2.53
2021/12/15 07:15:00,84.91,76.36,2.51
2021/12/15 07:20:00,85.95,78.17,2.53
2021/12/15 07:25:00,86.49,80.33,2.57
2021/12/15 07:30:00,87.73,81.99,2.57
2021/12/15 07:35:00,86.81,79.92,2.55
2021/12/15 07:40:00,86.8,78.69,2.51
2021/12/15 07:45:00,86.21,76.94,2.48
2021/12/15 07:50:00,86.86,78.29,2.49
2021/12/15 07:55:00,87.26,81.52,2.58
2021/12/15 08:00:00,87.39,81.71,2.58
2021/12/15 08:05:00,87.17,80.59,2.55
2021/12/15 08:10:00,87.43,82.48,2.6
2021/12/15 08:15:00,88.25,82.95,2.58
2021/12/15 08:20:00,89.78,85.18,2.58
2021/12/15 08:25:00,88.74,83.87,2.59
2021/12/15 08:30:00,88.21,81.23,2.53
2021/12/15 08:35:00,88.5,81.93,2.54
2021/12/15 08:40:00,88.97,82.88,2.55
2021/12/15 08:45:00,89.02,85.31,2.62
2021/12/15 08:50:00,88.76,84.57,2.61
2021/12/15 08:55:00,88.67,83.77,2.59
2021/12/15 09:00:00,88.33,83.39,2.59
2021/12/15 09:05:00,88.47,83.84,2.6
2021/12/15 09:10:00,88.24,83.69,2.6
2021/12/15 09:15:00,89.51,84.4,2.57
2021/12/15 09:20:00,88.72,84.04,2.59
2021/12/15 09:25:00,88.71,82.27,2.54
2021/12/15 09:30:00,88.4,81.94,2.54
2021/12/15 09:35:00,88.4,82.6,2.56
2021/12/15 09:40:00,89.46,84.32,2.57
2021/12/15 09:45:00,88.75,84.16,2.59
2021/12/15 09:50:00,88.38,82.66,2.56
2021/12/15 09:55:00,88.8,81.96,2.52
2021/12/15 10:00:00,89.36,84.9,2.59
2021/12/15 10:05:00,89.85,85.42,2.59
2021/12/15 10:10:00,89.76,84.04,2.55
2021/12/15 10:15:00,89.81,85.12,2.58
2021/12/15 10:20:00,90.16,84.41,2.54
2021/12/15 10:25:00,89.94,84.16,2.54
2021/12/15 10:30:00,90.06,85.4,2.58
2021/12/15 10:35:00,89.73,83.83,2.54
2021/12/15 10:40:00,89.35,81.91,2.5
2021/12/15 10:45:00,89.51,82.89,2.52
2021/12/15 10:50:00,89.23,83.78,2.56
2021/12/15 10:55:00,89.46,84.5,2.57
2021/12/15 11:00:00,88.49,81.92,2.54
2021/12/15 11:05:00,89.17,84.03,2.57
2021/12/15 11:10:00,88.77,83.82,2.58
2021/12/15 11:15:00,88.6,81.98,2.53
2021/12/15 11:20:00,87.82,81.76,2.56
2021/12/15 11:25:00,87.66,81.21,2.55
2021/12/15 11:30:00,86.81,79.8,2.54
2021/12/15 11:35:00,87.12,79.75,2.53
2021/12/15 11:40:00,87.47,81.85,2.58
2021/12/15 11:45:00,87.68,80.73,2.53
2021/12/15 11:50:00,87.16,80.39,2.54
2021/12/15 11:55:00,87.2,81.56,2.58
2021/12/15 12:00:00,87.26,80.25,2.54
2021/12/15 12:05:00,87.69,81.39,2.55
2021/12/15 12:10:00,87.06,80.54,2.55
2021/12/15 12:15:00,86.66,79.04,2.52
2021/12/15 12:20:00,86.85,80.61,2.57
2021/12/15 12:25:00,86.6,79.68,2.55
2021/12/15 12:30:00,86.73,80.59,2.57
2021/12/15 12:35:00,85.97,78.94,2.55
2021/12/15 12:40:00,86.73,78.94,2.52
2021/12/15 12:45:00,87.12,80.37,2.55
2021/12/15 12:50:00,87.14,80.14,2.54
2021/12/15 12:55:00,87.27,81.68,2.58
2021/12/15 13:00:00,87.72,81.2,2.55
2021/12/15 13:05:00,87.54,81.55,2.56
2021/12/15 13:10:00,87.6,80.94,2.54
2021/12/15 13:15:00,88,81.79,2.55
2021/12/15 13:20:00,87.6,80.83,2.54
2021/12/15 13:25:00,87.66,80.85,2.54
2021/12/15 13:30:00,87.56,81.21,2.55
2021/12/15 13:35:00,87.67,81.28,2.55
2021/12/15 13:40:00,87.54,80.32,2.53
2021/12/15 13:45:00,87.05,79.19,2.51
2021/12/15 13:50:00,86.9,79.09,2.51
2021/12/15 13:55:00,86.76,78.91,2.52
2021/12/15 14:00:00,86.58,79.81,2.55
2021/12/15 14:05:00,86.96,79.06,2.51
2021/12/15 14:10:00,87.61,80.66,2.53
2021/12/15 14:15:00,87.46,81.12,2.56
2021/12/15 14:20:00,88.57,82.82,2.56
2021/12/15 14:25:00,88.45,84.15,2.61
2021/12/15 14:30:00,88.27,82.3,2.56
2021/12/15 14:35:00,87.39,81.61,2.57
