0383
ANG_COM002
yyyy/MM/dd hh:mm:ss,Final Depth (mm),Final Flow (l/s),Final Velocity (m/s)
2022/02/28 22:50:00,92.53,100.2,2.91
2022/02/28 22:55:00,92.43,98.55,2.86
2022/02/28 23:00:00,92.8,99.34,2.87
2022/02/28 23:05:00,92.65,98.99,2.86
2022/02/28 23:10:00,91.93,98.16,2.87
2022/02/28 23:15:00,91.18,97.7,2.9
2022/02/28 23:20:00,89.66,93.19,2.83
2022/02/28 23:25:00,89.44,91.86,2.8
2022/02/28 23:30:00,89.34,92.44,2.82
2022/02/28 23:35:00,89.75,93.24,2.83
2022/02/28 23:40:00,90.23,95.75,2.88
2022/02/28 23:45:00,90.18,93.64,2.82
2022/02/28 23:50:00,89.89,93.22,2.82
2022/02/28 23:55:00,90.29,95.7,2.88
2022/03/01 00:00:00,89.81,93.41,2.83
2022/03/01 00:05:00,88.77,91.09,2.81
2022/03/01 00:10:00,88.7,90.49,2.79
2022/03/01 00:15:00,87.65,89.01,2.79
2022/03/01 00:20:00,87.45,88.29,2.78
2022/03/01 00:25:00,86.43,85.94,2.75
2022/03/01 00:30:00,85.06,83.61,2.74
2022/03/01 00:35:00,85.16,84.05,2.75
2022/03/01 00:40:00,82.86,82.36,2.81
2022/03/01 00:45:00,82.44,80.35,2.76
2022/03/01 00:50:00,82.26,80.16,2.76
2022/03/01 00:55:00,81.73,80.02,2.78
2022/03/01 01:00:00,82.8,80.13,2.74
2022/03/01 01:05:00,82.6,80.3,2.75
2022/03/01 01:10:00,81.59,79.82,2.78
2022/03/01 01:15:00,81.95,79.52,2.76
2022/03/01 01:20:00,82.21,80.2,2.77
2022/03/01 01:25:00,82.47,81.72,2.81
2022/03/01 01:30:00,82.06,80.48,2.78
2022/03/01 01:35:00,81.26,79.06,2.77
2022/03/01 01:40:00,81.33,77.95,2.73
2022/03/01 01:45:00,80.78,77.89,2.76
2022/03/01 01:50:00,80.41,78.02,2.78
2022/03/01 01:55:00,78.9,74.98,2.75
2022/03/01 02:00:00,78.54,73.72,2.72
2022/03/01 02:05:00,78.79,75.13,2.76
2022/03/01 02:10:00,78.73,74.26,2.73
2022/03/01 02:15:00,77.7,72.03,2.7
2022/03/01 02:20:00,77.61,72.02,2.7
2022/03/01 02:25:00,77.39,72.58,2.74
2022/03/01 02:30:00,77,70.99,2.7
2022/03/01 02:35:00,77.7,71.93,2.7
2022/03/01 02:40:00,77.49,72.33,2.72
2022/03/01 02:45:00,77.77,72.35,2.71
2022/03/01 02:50:00,77.71,72.38,2.71
2022/03/01 02:55:00,77.85,72.48,2.71
2022/03/01 03:00:00,77.49,72.94,2.75
2022/03/01 03:05:00,77.34,71.15,2.69
2022/03/01 03:10:00,76.64,69.94,2.68
2022/03/01 03:15:00,76.28,69.25,2.67
2022/03/01 03:20:00,75.61,68.45,2.67
2022/03/01 03:25:00,75.62,68.44,2.67
2022/03/01 03:30:00,75.65,69.52,2.71
2022/03/01 03:35:00,75.81,68.74,2.67
2022/03/01 03:40:00,75.89,68.94,2.68
2022/03/01 03:45:00,75.56,68.48,2.67
2022/03/01 03:50:00,75.33,67.75,2.66
2022/03/01 03:55:00,76.35,69.63,2.68
2022/03/01 04:00:00,77.48,72.67,2.74
2022/03/01 04:05:00,77.79,73.88,2.76
2022/03/01 04:10:00,78.49,75.35,2.78
2022/03/01 04:15:00,79.84,76.53,2.76
2022/03/01 04:20:00,80.29,77.11,2.75
2022/03/01 04:25:00,81.1,76.5,2.69
2022/03/01 04:30:00,80.92,77.57,2.74
2022/03/01 04:35:00,81.01,78.73,2.78
2022/03/01 04:40:00,80.97,78.54,2.77
2022/03/01 04:45:00,81.02,78.81,2.78
2022/03/01 04:50:00,80.2,77.47,2.77
2022/03/01 04:55:00,80.4,76.59,2.73
2022/03/01 05:00:00,78.84,75.04,2.75
2022/03/01 05:05:00,78.74,74.49,2.74
2022/03/01 05:10:00,77.56,72.61,2.73
2022/03/01 05:15:00,77.47,71.41,2.69
2022/03/01 05:20:00,78.13,72.14,2.68
2022/03/01 05:25:00,79.69,76.32,2.76
2022/03/01 05:30:00,81.36,78.73,2.76
2022/03/01 05:35:00,82.08,79.69,2.76
2022/03/01 05:40:00,83.59,82.45,2.78
2022/03/01 05:45:00,85.26,84.98,2.78
2022/03/01 05:50:00,86.49,88.01,2.82
2022/03/01 05:55:00,86.66,88.85,2.84
2022/03/01 06:00:00,86.29,87.85,2.82
2022/03/01 06:05:00,86.22,87.27,2.81
2022/03/01 06:10:00,85.62,86.7,2.82
2022/03/01 06:15:00,87.18,89.08,2.82
2022/03/01 06:20:00,91.81,102.5,3.01
2022/03/01 06:25:00,97.17,115.8,3.13
2022/03/01 06:30:00,105.46,131.1,3.14
2022/03/01 06:35:00,109.05,140,3.19
2022/03/01 06:40:00,108.68,139.7,3.2
2022/03/01 06:45:00,107.57,136.6,3.18
2022/03/01 06:50:00,105.11,130.6,3.14
2022/03/01 06:55:00,103.64,126.3,3.1
2022/03/01 07:00:00,102.02,120.4,3.03
2022/03/01 07:05:00,100.26,118,3.04
2022/03/01 07:10:00,97.59,111.5,2.99
2022/03/01 07:15:00,96.47,107.1,2.92
2022/03/01 07:20:00,95.93,106.2,2.92
2022/03/01 07:25:00,95.01,103.1,2.88
2022/03/01 07:30:00,94.16,101.4,2.87
2022/03/01 07:35:00,94.18,103.9,2.94
2022/03/01 07:40:00,94.04,102.6,2.9
2022/03/01 07:45:00,93.66,100,2.85
2022/03/01 07:50:00,93.47,100.2,2.86
2022/03/01 07:55:00,92.68,99.76,2.89
2022/03/01 08:00:00,92.17,97.73,2.85
2022/03/01 08:05:00,92.23,97.44,2.84
2022/03/01 08:10:00,92.21,97.68,2.85
2022/03/01 08:15:00,92.3,99.09,2.88
2022/03/01 08:20:00,91.7,96.58,2.84
2022/03/01 08:25:00,91.63,96.39,2.84
2022/03/01 08:30:00,91.39,97.37,2.88
2022/03/01 08:35:00,91.7,99.47,2.92
2022/03/01 08:40:00,91.64,98.38,2.89
2022/03/01 08:45:00,90.47,95.2,2.85
2022/03/01 08:50:00,90.16,92.89,2.8
2022/03/01 08:55:00,88.48,90.35,2.8
2022/03/01 09:00:00,88.93,92.06,2.83
2022/03/01 09:05:00,86.97,88.64,2.81
2022/03/01 09:10:00,84.57,84.13,2.78
2022/03/01 09:15:00,84.47,83.24,2.76
2022/03/01 09:20:00,85.01,85.57,2.81
2022/03/01 09:25:00,85.44,86.53,2.82
2022/03/01 09:30:00,85.44,87.41,2.85
2022/03/01 09:35:00,84.51,84.48,2.8
2022/03/01 09:40:00,84.16,82.73,2.76
2022/03/01 09:45:00,84.23,83.08,2.77
2022/03/01 09:50:00,83.92,82.25,2.75
2022/03/01 09:55:00,82.19,80.75,2.79
2022/03/01 10:00:00,82.43,80.42,2.76
2022/03/01 10:05:00,82.71,82.11,2.81
2022/03/01 10:10:00,83.31,81.45,2.76
2022/03/01 10:15:00,83.18,82.36,2.79
2022/03/01 10:20:00,82.89,82.07,2.8
2022/03/01 10:25:00,83.87,84.14,2.82
2022/03/01 10:30:00,84.74,84.88,2.8
2022/03/01 10:35:00,85.08,85.84,2.82
2022/03/01 10:40:00,85.04,86.32,2.83
2022/03/01 10:45:00,84.7,84.2,2.78
2022/03/01 10:50:00,84.54,84.26,2.79
2022/03/01 10:55:00,83.01,81.61,2.78
2022/03/01 11:00:00,82.79,79.68,2.72
2022/03/01 11:05:00,82.64,80.9,2.77
2022/03/01 11:10:00,82.78,80.35,2.74
2022/03/01 11:15:00,82.3,78.54,2.7
2022/03/01 11:20:00,81.24,77.49,2.72
2022/03/01 11:25:00,80.93,76.35,2.7
2022/03/01 11:30:00,80.85,77.16,2.73
2022/03/01 11:35:00,81.55,78.17,2.73
2022/03/01 11:40:00,82.63,81.83,2.8
2022/03/01 11:45:00,82.81,81.4,2.78
2022/03/01 11:50:00,82.86,79.77,2.72
2022/03/01 11:55:00,82.24,78.6,2.71
2022/03/01 12:00:00,83.23,81.63,2.77
2022/03/01 12:05:00,83.05,82.28,2.8
2022/03/01 12:10:00,82.15,80.81,2.79
2022/03/01 12:15:00,82.5,80.06,2.75
2022/03/01 12:20:00,82.2,79.71,2.75
2022/03/01 12:25:00,81.69,78.48,2.73
2022/03/01 12:30:00,81.27,79.6,2.79
2022/03/01 12:35:00,80.19,76.85,2.75
2022/03/01 12:40:00,78.91,73.38,2.69
2022/03/01 12:45:00,78.94,74.55,2.73
2022/03/01 12:50:00,79.79,77.2,2.78
2022/03/01 12:55:00,80.05,76.92,2.76
2022/03/01 13:00:00,81.13,78.01,2.74
2022/03/01 13:05:00,81.32,79.68,2.79
2022/03/01 13:10:00,81.12,77.94,2.74
2022/03/01 13:15:00,81.35,79.09,2.77
2022/03/01 13:20:00,81.29,80.32,2.82
2022/03/01 13:25:00,81.18,78.87,2.77
2022/03/01 13:30:00,80.32,76.72,2.74
2022/03/01 13:35:00,80.21,76.34,2.73
2022/03/01 13:40:00,81.84,78.35,2.72
2022/03/01 13:45:00,83.38,82.58,2.79
2022/03/01 13:50:00,84.05,84.13,2.81
2022/03/01 13:55:00,84.46,83.67,2.77
2022/03/01 14:00:00,83.35,81.06,2.74
2022/03/01 14:05:00,81.28,77.85,2.73
2022/03/01 14:10:00,81.03,76.91,2.71
2022/03/01 14:15:00,81.02,77.84,2.74
2022/03/01 14:20:00,80.46,76.87,2.74
2022/03/01 14:25:00,79.4,74.56,2.71
2022/03/01 14:30:00,79.51,75.18,2.72
2022/03/01 14:35:00,80.76,77.22,2.73
2022/03/01 14:40:00,80.96,77.27,2.73
2022/03/01 14:45:00,80.23,75.58,2.7
2022/03/01 14:50:00,79.88,76.05,2.74
2022/03/01 14:55:00,79.65,75.89,2.74
2022/03/01 15:00:00,80.19,76.2,2.73
2022/03/01 15:05:00,80.16,76.73,2.75
2022/03/01 15:10:00,80.24,76.47,2.73
2022/03/01 15:15:00,79.49,75.17,2.72
2022/03/01 15:20:00,78.11,72.32,2.69
2022/03/01 15:25:00,78.14,72.26,2.69
2022/03/01 15:30:00,77.69,72.83,2.73
2022/03/01 15:35:00,77.46,72.36,2.72
2022/03/01 15:40:00,77.02,71.31,2.71
2022/03/01 15:45:00,77.54,71.26,2.68
2022/03/01 15:50:00,77.33,72.23,2.73
2022/03/01 15:55:00,77.3,72.14,2.73
2022/03/01 16:00:00,77.42,72.03,2.71
2022/03/01 16:05:00,77.59,73.37,2.76
2022/03/01 16:10:00,77.97,72.79,2.71
2022/03/01 16:15:00,73.28,65.98,2.7
2022/03/01 16:20:00,77.53,73.34,2.76
2022/03/01 16:25:00,112.43,153.8,3.35
2022/03/01 16:30:00,147.33,276.4,4.07
2022/03/01 16:35:00,182.23,388.7,4.22
2022/03/01 16:40:00,217.13,499.5,4.22
2022/03/01 16:45:00,198.09,408.9,3.94
2022/03/01 16:50:00,171.38,317.4,3.76
2022/03/01 16:55:00,153.29,261.6,3.64
2022/03/01 17:00:00,137.52,211.8,3.45
2022/03/01 17:05:00,119.62,166.6,3.32
2022/03/01 17:10:00,117.62,159.9,3.26
2022/03/01 17:15:00,112.41,146.7,3.2
2022/03/01 17:20:00,114.68,147.5,3.12
2022/03/01 17:25:00,109.76,134.3,3.03
2022/03/01 17:30:00,104.87,126.7,3.06
2022/03/01 17:35:00,102.84,125.2,3.11
2022/03/01 17:40:00,101.08,120.7,3.07
2022/03/01 17:45:00,99.01,114.8,3.01
2022/03/01 17:50:00,98.27,113.1,3
2022/03/01 17:55:00,96.23,108.2,2.96
2022/03/01 18:00:00,95.26,106.7,2.96
2022/03/01 18:05:00,94.49,103.5,2.91
2022/03/01 18:10:00,94.01,102.6,2.91
2022/03/01 18:15:00,92.01,98.86,2.89
2022/03/01 18:20:00,91.08,96.15,2.85
2022/03/01 18:25:00,90.43,94.47,2.83
2022/03/01 18:30:00,91.14,96.76,2.87
2022/03/01 18:35:00,90.78,98.45,2.94
2022/03/01 18:40:00,90.93,98.78,2.94
2022/03/01 18:45:00,90.94,97.29,2.89
2022/03/01 18:50:00,90.47,95.53,2.86
2022/03/01 18:55:00,90.21,94.58,2.85
2022/03/01 19:00:00,89.13,93.89,2.88
2022/03/01 19:05:00,88.14,90.68,2.82
2022/03/01 19:10:00,88.44,89.63,2.78
2022/03/01 19:15:00,88.09,90.02,2.81
2022/03/01 19:20:00,87.55,89.08,2.8
2022/03/01 19:25:00,88.2,91.71,2.85
2022/03/01 19:30:00,88.8,91.74,2.83
2022/03/01 19:35:00,88.75,93.62,2.89
2022/03/01 19:40:00,88.62,92.1,2.85
2022/03/01 19:45:00,88.22,89.36,2.78
2022/03/01 19:50:00,87.4,88.01,2.77
2022/03/01 19:55:00,87.01,87.38,2.77
2022/03/01 20:00:00,86.97,88.91,2.82
2022/03/01 20:05:00,86.79,88.99,2.83
2022/03/01 20:10:00,87.65,89.58,2.81
2022/03/01 20:15:00,88.11,90.82,2.83
2022/03/01 20:20:00,87.18,90.34,2.86
2022/03/01 20:25:00,87.21,90.84,2.87
2022/03/01 20:30:00,87.29,88.58,2.8
2022/03/01 20:35:00,87.7,89.13,2.8
2022/03/01 20:40:00,86.62,89.12,2.85
2022/03/01 20:45:00,87.06,88.51,2.81
2022/03/01 20:50:00,86.69,87.44,2.79
2022/03/01 20:55:00,86.24,85.03,2.73
2022/03/01 21:00:00,85.78,84.86,2.75
2022/03/01 21:05:00,85.54,86.33,2.81
2022/03/01 21:10:00,85.25,86.97,2.84
2022/03/01 21:15:00,85.5,86.47,2.82
2022/03/01 21:20:00,84.68,84.98,2.81
2022/03/01 21:25:00,84.66,84.63,2.8
2022/03/01 21:30:00,84.52,84.86,2.81
2022/03/01 21:35:00,83.8,83.31,2.79
2022/03/01 21:40:00,84.31,85.29,2.84
2022/03/01 21:45:00,84.47,84.31,2.8
2022/03/01 21:50:00,83.48,82.87,2.8
2022/03/01 21:55:00,83.16,83.12,2.82
2022/03/01 22:00:00,83.14,81.7,2.77
2022/03/01 22:05:00,83.23,82.16,2.78
2022/03/01 22:10:00,82.79,82.47,2.82
2022/03/01 22:15:00,83.03,82.51,2.81
2022/03/01 22:20:00,83.74,83.79,2.81
2022/03/01 22:25:00,82.85,81.26,2.77
2022/03/01 22:30:00,82.7,80.84,2.76
2022/03/01 22:35:00,82.73,81.67,2.79
2022/03/01 22:40:00,82.88,81.3,2.77
2022/03/01 22:45:00,83.03,80.68,2.74
2022/03/01 22:50:00,82.6,79.3,2.72
2022/03/01 22:55:00,81.02,77.46,2.73
2022/03/01 23:00:00,80.32,76.68,2.74
2022/03/01 23:05:00,80.24,75.78,2.71
2022/03/01 23:10:00,80.95,77.25,2.73
2022/03/01 23:15:00,80.94,79.09,2.79
2022/03/01 23:20:00,80.49,78.34,2.79
2022/03/01 23:25:00,80.96,79.05,2.79
2022/03/01 23:30:00,80.19,78.77,2.82
2022/03/01 23:35:00,79.39,76.09,2.76
2022/03/01 23:40:00,78.45,73.84,2.73
2022/03/01 23:45:00,78.76,73.75,2.71
2022/03/01 23:50:00,78.08,73.55,2.74
2022/03/01 23:55:00,77.59,73.36,2.76
2022/03/02 00:00:00,76.95,73.04,2.78
2022/03/02 00:05:00,76.93,72.56,2.76
2022/03/02 00:10:00,76.77,72.8,2.78
2022/03/02 00:15:00,77.27,72.69,2.75
2022/03/02 00:20:00,77.23,72.24,2.73
2022/03/02 00:25:00,77.19,71.43,2.7
2022/03/02 00:30:00,76.78,70.42,2.69
2022/03/02 00:35:00,76.6,70.23,2.69
2022/03/02 00:40:00,76.19,70.35,2.71
2022/03/02 00:45:00,75.78,69.58,2.71
2022/03/02 00:50:00,76.21,69.65,2.69
2022/03/02 00:55:00,75.44,69.33,2.71
2022/03/02 01:00:00,75.07,67.8,2.67
2022/03/02 01:05:00,74.53,66.7,2.66
2022/03/02 01:10:00,73.75,65.29,2.64
2022/03/02 01:15:00,73.84,65.56,2.65
2022/03/02 01:20:00,73.78,65.78,2.66
2022/03/02 01:25:00,76.06,69.96,2.71
2022/03/02 01:30:00,74.85,68.74,2.72
2022/03/02 01:35:00,75.49,68.66,2.69
2022/03/02 01:40:00,86.27,90.8,2.92
2022/03/02 01:45:00,114.18,147.8,3.15
2022/03/02 01:50:00,119.75,168.4,3.35
2022/03/02 01:55:00,134.81,207.3,3.47
2022/03/02 02:00:00,137.22,217.4,3.55
2022/03/02 02:05:00,137.58,221.4,3.6
2022/03/02 02:10:00,138.67,223,3.58
2022/03/02 02:15:00,134.51,212.1,3.56
2022/03/02 02:20:00,131.34,197.8,3.44
2022/03/02 02:25:00,122.56,175.1,3.37
2022/03/02 02:30:00,108.16,144,3.32
2022/03/02 02:35:00,100.36,125.8,3.24
2022/03/02 02:40:00,96.68,115.7,3.15
2022/03/02 02:45:00,92.26,106.4,3.1
2022/03/02 02:50:00,92.21,106,3.09
2022/03/02 02:55:00,101.43,126.5,3.21
2022/03/02 03:00:00,107.76,145.8,3.38
2022/03/02 03:05:00,122.55,182,3.5
2022/03/02 03:10:00,134.41,212.2,3.57
2022/03/02 03:15:00,146.27,253,3.76
2022/03/02 03:20:00,158.13,298,3.96
2022/03/02 03:25:00,169.99,338.3,4.05
2022/03/02 03:30:00,179.76,361.9,4
2022/03/02 03:35:00,174.27,343.1,3.97
2022/03/02 03:40:00,171.55,338.6,4
2022/03/02 03:45:00,167.11,319.3,3.92
2022/03/02 03:50:00,145.47,256.3,3.84
2022/03/02 03:55:00,149.04,263.7,3.82
2022/03/02 04:00:00,153.48,269.3,3.74
2022/03/02 04:05:00,144.15,243.7,3.7
2022/03/02 04:10:00,149.16,261.1,3.78
2022/03/02 04:15:00,154.17,279.5,3.86
2022/03/02 04:20:00,159.18,300.8,3.96
2022/03/02 04:25:00,173.96,346.4,4.02
2022/03/02 04:30:00,158.71,298.2,3.94
2022/03/02 04:35:00,146.1,257.6,3.84
2022/03/02 04:40:00,141.08,235.9,3.7
2022/03/02 04:45:00,123.86,186.3,3.53
2022/03/02 04:50:00,123.83,180,3.41
2022/03/02 04:55:00,120.27,169.2,3.35
2022/03/02 05:00:00,113.61,154.5,3.32
2022/03/02 05:05:00,110.78,145.2,3.24
2022/03/02 05:10:00,107.36,138.4,3.23
2022/03/02 05:15:00,103.24,128.9,3.18
2022/03/02 05:20:00,98.97,118.4,3.11
2022/03/02 05:25:00,96.82,111.2,3.02
2022/03/02 05:30:00,94.96,106.2,2.97
2022/03/02 05:35:00,94.4,105.7,2.98
2022/03/02 05:40:00,93.97,106.6,3.02
2022/03/02 05:45:00,93.38,103.4,2.96
2022/03/02 05:50:00,92.59,100.4,2.91
2022/03/02 05:55:00,91.45,99.59,2.94
2022/03/02 06:00:00,90.44,97.88,2.93
2022/03/02 06:05:00,89.38,96.81,2.95
2022/03/02 06:10:00,88.81,94.58,2.91
2022/03/02 06:15:00,88.72,93.46,2.88
2022/03/02 06:20:00,88.48,92.08,2.85
2022/03/02 06:25:00,88.26,92.54,2.88
2022/03/02 06:30:00,88.42,92.32,2.86
2022/03/02 06:35:00,88.46,92.54,2.87
2022/03/02 06:40:00,87.17,92.28,2.92
2022/03/02 06:45:00,87.4,92.74,2.92
2022/03/02 06:50:00,87.11,91.41,2.9
2022/03/02 06:55:00,86.3,87.87,2.82
2022/03/02 07:00:00,86.38,88.18,2.83
2022/03/02 07:05:00,86.41,88.91,2.85
2022/03/02 07:10:00,86.96,90.89,2.89
2022/03/02 07:15:00,87.25,90.23,2.85
2022/03/02 07:20:00,86.55,89.07,2.85
2022/03/02 07:25:00,86.43,89.19,2.86
2022/03/02 07:30:00,85.41,87.13,2.84
2022/03/02 07:35:00,86,86.11,2.78
2022/03/02 07:40:00,85.91,87.41,2.83
2022/03/02 07:45:00,85.59,86.92,2.83
2022/03/02 07:50:00,85.68,86.86,2.82
2022/03/02 07:55:00,85.95,88.27,2.85
2022/03/02 08:00:00,86.23,89.17,2.87
2022/03/02 08:05:00,86.33,91.24,2.93
2022/03/02 08:10:00,86.47,90.97,2.91
2022/03/02 08:15:00,87.38,91.8,2.9
2022/03/02 08:20:00,87.37,90.99,2.87
2022/03/02 08:25:00,87.21,91.06,2.88
2022/03/02 08:30:00,87.53,92.38,2.91
2022/03/02 08:35:00,87.58,91.78,2.89
2022/03/02 08:40:00,87.65,91.48,2.87
2022/03/02 08:45:00,87.15,90.14,2.85
2022/03/02 08:50:00,87.16,90.88,2.88
2022/03/02 08:55:00,86.76,90.67,2.89
2022/03/02 09:00:00,86.56,89.7,2.87
2022/03/02 09:05:00,86.62,89.8,2.87
2022/03/02 09:10:00,85.36,87.1,2.84
2022/03/02 09:15:00,84.73,84.86,2.8
2022/03/02 09:20:00,85.03,85.96,2.82
2022/03/02 09:25:00,84.53,85.74,2.84
2022/03/02 09:30:00,84.66,84.88,2.8
2022/03/02 09:35:00,84.64,84.61,2.8
2022/03/02 09:40:00,84.01,84.34,2.82
2022/03/02 09:45:00,84.44,85.37,2.83
2022/03/02 09:50:00,84.49,88.16,2.92
2022/03/02 09:55:00,85.45,88.88,2.9
2022/03/02 10:00:00,85.13,86.86,2.85
2022/03/02 10:05:00,85.11,86.66,2.84
2022/03/02 10:10:00,85.06,87.3,2.86
2022/03/02 10:15:00,85.23,87.46,2.86
2022/03/02 10:20:00,85.12,87.73,2.88
2022/03/02 10:25:00,84.97,85.29,2.8
2022/03/02 10:30:00,84.95,86.33,2.84
2022/03/02 10:35:00,85.58,86.85,2.82
2022/03/02 10:40:00,85.97,88.23,2.85
2022/03/02 10:45:00,85.41,86.13,2.81
2022/03/02 10:50:00,85.56,85.75,2.79
2022/03/02 10:55:00,85.2,86.47,2.83
2022/03/02 11:00:00,85.29,86.02,2.81
2022/03/02 11:05:00,83.85,84.11,2.82
2022/03/02 11:10:00,83.41,81.99,2.77
2022/03/02 11:15:00,84.46,84.25,2.79
2022/03/02 11:20:00,84.71,85.1,2.81
2022/03/02 11:25:00,83.93,85.06,2.85
2022/03/02 11:30:00,83.88,84.38,2.83
2022/03/02 11:35:00,83.85,84.9,2.85
2022/03/02 11:40:00,83.9,83.46,2.79
2022/03/02 11:45:00,83.84,83.56,2.8
2022/03/02 11:50:00,84.37,83.71,2.78
2022/03/02 11:55:00,84.45,85.95,2.85
2022/03/02 12:00:00,84.19,84.57,2.82
2022/03/02 12:05:00,83.99,83.74,2.8
2022/03/02 12:10:00,83.9,83.43,2.79
2022/03/02 12:15:00,83.49,84.82,2.86
2022/03/02 12:20:00,82.1,80.14,2.77
2022/03/02 12:25:00,82.81,80.15,2.74
2022/03/02 12:30:00,82.52,81.83,2.81
2022/03/02 12:35:00,82.08,80.75,2.79
2022/03/02 12:40:00,81.97,80.25,2.78
2022/03/02 12:45:00,83.22,83.17,2.82
2022/03/02 12:50:00,83.33,84.32,2.85
2022/03/02 12:55:00,81.33,80.7,2.83
2022/03/02 13:00:00,83.01,81.06,2.76
2022/03/02 13:05:00,82.42,80.82,2.78
2022/03/02 13:10:00,82.45,80.42,2.76
2022/03/02 13:15:00,81.99,80.85,2.8
2022/03/02 13:20:00,81.59,79.71,2.78
2022/03/02 13:25:00,81.95,80.05,2.77
2022/03/02 13:30:00,81.88,80.43,2.79
2022/03/02 13:35:00,81.8,79.64,2.77
2022/03/02 13:40:00,81.47,78.76,2.75
2022/03/02 13:45:00,81.73,80.52,2.8
2022/03/02 13:50:00,80.99,80.02,2.82
2022/03/02 13:55:00,79.47,75.86,2.75
2022/03/02 14:00:00,79.46,76.4,2.77
2022/03/02 14:05:00,80,77.15,2.77
2022/03/02 14:10:00,80.31,77.8,2.78
2022/03/02 14:15:00,80.68,78.26,2.78
2022/03/02 14:20:00,81.12,81.06,2.85
2022/03/02 14:25:00,81.8,81.65,2.84
2022/03/02 14:30:00,81.27,81.13,2.85
2022/03/02 14:35:00,81.16,79.53,2.8
2022/03/02 14:40:00,81.34,79.08,2.77
2022/03/02 14:45:00,80.76,78.05,2.76
2022/03/02 14:50:00,81.08,79.01,2.78
2022/03/02 14:55:00,80.97,80.15,2.83
2022/03/02 15:00:00,80.94,79.73,2.81
2022/03/02 15:05:00,81.1,79.78,2.81
2022/03/02 15:10:00,79.99,79.16,2.84
2022/03/02 15:15:00,78.02,74.56,2.78
2022/03/02 15:20:00,77.29,71.95,2.72
2022/03/02 15:25:00,78.78,74.45,2.73
2022/03/02 15:30:00,80.46,78.46,2.79
2022/03/02 15:35:00,79.98,76.13,2.73
2022/03/02 15:40:00,79.8,74.82,2.7
2022/03/02 15:45:00,79.69,76.67,2.77
2022/03/02 15:50:00,79.61,77.95,2.82
2022/03/02 15:55:00,79.25,76.01,2.77
2022/03/02 16:00:00,78.34,73.93,2.74
2022/03/02 16:05:00,79.47,75.37,2.73
2022/03/02 16:10:00,79.72,77.33,2.79
2022/03/02 16:15:00,80.78,79.79,2.83
2022/03/02 16:20:00,82.92,83.66,2.85
2022/03/02 16:25:00,83.54,86.53,2.92
2022/03/02 16:30:00,83.84,86.09,2.89
2022/03/02 16:35:00,84.58,86.35,2.86
2022/03/02 16:40:00,85.58,88.68,2.88
2022/03/02 16:45:00,85.6,87.68,2.85
2022/03/02 16:50:00,86.11,89.42,2.88
2022/03/02 16:55:00,85.65,88.79,2.88
2022/03/02 17:00:00,84.86,87.08,2.87
2022/03/02 17:05:00,84.25,84.29,2.81
2022/03/02 17:10:00,83.33,82.66,2.8
2022/03/02 17:15:00,83.75,83.98,2.82
2022/03/02 17:20:00,83.1,83.43,2.83
2022/03/02 17:25:00,81.44,80.02,2.8
2022/03/02 17:30:00,81.11,79.15,2.79
2022/03/02 17:35:00,81.33,80.23,2.81
2022/03/02 17:40:00,80.99,79.46,2.8
2022/03/02 17:45:00,81.61,79.33,2.77
2022/03/02 17:50:00,81.5,80.24,2.8
2022/03/02 17:55:00,81.96,80.3,2.78
2022/03/02 18:00:00,82.13,80.75,2.79
2022/03/02 18:05:00,82.79,82.87,2.83
2022/03/02 18:10:00,83.1,84.86,2.88
2022/03/02 18:15:00,82.86,83.67,2.85
2022/03/02 18:20:00,82.24,82.66,2.85
2022/03/02 18:25:00,82.07,80.83,2.8
2022/03/02 18:30:00,81.67,80.01,2.79
2022/03/02 18:35:00,81.14,80.52,2.83
2022/03/02 18:40:00,80.94,79.24,2.8
2022/03/02 18:45:00,80.32,77.6,2.77
2022/03/02 18:50:00,81.29,78.89,2.77
2022/03/02 18:55:00,81.2,79.77,2.8
2022/03/02 19:00:00,81.56,80.41,2.81
2022/03/02 19:05:00,80.91,79.31,2.8
2022/03/02 19:10:00,81.82,80.68,2.8
2022/03/02 19:15:00,81.7,79.19,2.76
2022/03/02 19:20:00,82.4,81.37,2.8
2022/03/02 19:25:00,82.9,81.34,2.77
2022/03/02 19:30:00,83,83.12,2.83
2022/03/02 19:35:00,83.5,85.17,2.87
2022/03/02 19:40:00,83.34,84.25,2.85
2022/03/02 19:45:00,81.93,81.42,2.82
2022/03/02 19:50:00,82.06,81.34,2.81
2022/03/02 19:55:00,81.34,80.53,2.82
2022/03/02 20:00:00,81.73,80.09,2.79
2022/03/02 20:05:00,81.9,80.85,2.8
2022/03/02 20:10:00,81.41,79.94,2.8
2022/03/02 20:15:00,81.88,80.61,2.8
2022/03/02 20:20:00,82.13,81.12,2.8
2022/03/02 20:25:00,80.73,79.37,2.81
2022/03/02 20:30:00,81.03,80.08,2.82
2022/03/02 20:35:00,81.61,81.33,2.84
2022/03/02 20:40:00,81.09,79.86,2.81
2022/03/02 20:45:00,81.72,80.6,2.81
2022/03/02 20:50:00,80.73,78.18,2.77
2022/03/02 20:55:00,80.71,77.6,2.75
2022/03/02 21:00:00,80.72,77.98,2.76
2022/03/02 21:05:00,80.8,79.1,2.8
2022/03/02 21:10:00,81.46,80.75,2.82
2022/03/02 21:15:00,81.81,81.06,2.82
