Monitor,OBJECTID,Area (Ha),Notes,LandUse,SewerSep%,ParcelsSep%,Sewer Capacity Grade,Capacity Grade Data Validity,Sewershed,GlobalID,Catchment Type,Basin Integrity,SHAPE__Length,SHAPE__Area,Status
POG_STM001,37,79.94500729, ,Residential,76,47,O,1,Point Grey,{CD1151DD-C73F-4794-BEC8-2D59BACF4E5C},,,7943.874431,799450.0729,Inactive
POG_STM003,45,21.31697221, ,Residential,80,36,L,1,Point Grey,{65160B3B-675A-4565-984C-A4E79FB2C919},,,6373.886026,213169.7221,Inactive
POG_STM006,138,14.36925797,First flush at 4500 block @ Belmont,,,,O,1,Point Grey,{F4C854F4-DF01-4F6E-A1BA-9E4499FE0C79},,,2241.22035,143692.5797,Inactive
SOH_408121_US2,216,71.23001694, ,,,,,,Fraser Area-South Hill,{E5771035-C6E5-4EE7-911E-9902FBA00D72},COM,Y,5929.601828,712300.1694,Active
SOH_410135_US1,213,19.97854154,,,,,,,Fraser Area-South Hill,{CD73B38A-C1AB-4910-BA3E-E4C550C193BB},WWF,Y,3756.501971,199785.4154,Active
SOH_410135_US1,218,17.52311081,,,,,,,Fraser Area-South Hill,{5DDAA5CC-3C9B-4163-AE07-8BCDF2E9AD0E},BSF,Y,5049.878576,175231.1081,Active
SOH_417596_US1,214,40.02383481,Basin integrity issue at E 47th Ave @ L/W Fraser St,,,,,,Fraser Area-South Hill,{235A4415-D1EF-4382-AB14-9FD0FCA94C14},WWF,N,4541.97325,400238.3481,Active
SOH_417596_US1,219,35.1317297,Basin integrity issue at E 47th Ave @ L/W Fraser St,,,,,,Fraser Area-South Hill,{E6FE5B7E-FA8A-4D91-A9FF-59CD0BCC1C06},BSF,N,5848.799857,351317.297,Active
SOH_424879_US2,215,52.49245335,Properties on Main St @ E 43rd Ave storm leaves catchment,,,,,,Fraser Area-South Hill,{8AF4A630-ABCE-4F31-B47C-1539188EF93A},DWF,N,3870.76304,524924.5335,Active
SOH_COM001,91,6.54822666,,,,,-,0,Fraser Area-South Hill,{A0176FF1-1278-4694-8EE0-EF32340C6D50},,,1173.701324,65819.95304,Inactive
